Entity,Time,key,BestEfficiencyFlowRate_operatingRange,BestEfficiencyInsituFlowRate_operatingRange,DifferentialPressure_pumpCurve,ESPCurrent_IPR_VLP,ESPPower_IPR_VLP,Efficiency_pumpCurve,FlowRate_pumpCurve,GasRate_IPR_VLP,Head_pumpCurve,HorsePower_pumpCurve,InflowPressure_IPR_VLP,InsituFlowRate_pumpCurve,InsituVaporLiquidRatio_lowerGasiness,InsituVaporLiquidRatio_pumpIntakeGassiness,InsituVaporLiquidRatio_upperGasiness,MaximumFlowRate_operatingRange,MaximumInsituFlowRate_operatingRange,MinimumFlowRate_operatingRange,MinimumInsituFlowRate_operatingRange,OilRate_IPR_VLP,OutflowPressure_IPR_VLP,PumpIntakePressure_lowerGasiness,PumpIntakePressure_pumpIntakeGassiness,PumpIntakePressure_upperGasiness,Rate_IPR_VLP,DifferentialPressure_WellCurve,FlowRate_WellCurve,Head_WellCurve,InsituFlowRate_WellCurve
"ESP_CGCS_WL22_C",,5,,,3156.72,30.43,202.83,0.3195,639.5,0,8201.26,127.07,764.95,736.6,0.025,,0.05,,,,,297.6,714.56,89.36,,89.36,639.5,3083.61,639.5,8017.45,737.1
"ESP_CGCS_WL22_C",,6,,,3121.22,30.7,204.76,0.3325,674.3,0,8113.29,127.29,737.59,775.5,0.03,,0.06,,,,,313.8,737.59,100.22,,100.22,674.3,3119.74,674.3,8109.55,775.7
"ESP_CGCS_WL22_C",,7,,,3030.47,31.32,209.22,0.3607,754.6,0,7894.59,127.66,672.31,864.9,0.035,,0.07,,,,,351.1,801.43,110.43,,110.43,754.6,3210.65,754.6,8346.03,864.2
"ESP_CGCS_WL22_C",,8,,,2887.62,32.14,215.13,0.3976,869.8,0,7568.09,127.75,572.75,992.2,0.04,,0.08,,,,,404.7,901.38,120.11,,120.11,869.8,3346.22,869.8,8712.95,989.9
"ESP_CGCS_WL22_C",,9,,,2635.97,32.88,220.51,0.4212,984.9,0,6990.93,125.96,477.87,1119.5,0.045,,0.09,,,,,458.3,1017.56,129.34,,129.34,984.9,3480.39,984.9,9092.53,1114.7
"ESP_CGCS_WL22_C",,10,,,76.5,33.54,225.28,0.0313,1100,0,317.47,85.89,379.08,2061.4,0.05,,0.1,,,,,511.8,1148.57,138.21,,138.21,1100,3621.36,1100,9508.34,1238.2
"ESP_CGCS_WL22_C",,11,,,0.15,34.18,229.8,0.0002,1215.1,0,1.03,42.26,189.68,3660.3,0.055,,0.11,,,,,565.4,1310.43,146.75,,146.75,1215.1,3893.35,1215.1,10479.19,1352
"ESP_CGCS_WL23_C",,0,-8.7,0,909.08,17.23,95.39,0.0278,42.8,0,3716.09,43.72,874.28,77.3,0,0.5572,0,-8.7,0,-8.7,0,25.8,1837.75,0,1091.38,0,42.8,2209.27,42.8,7613.6,56.8
"ESP_CGCS_WL23_C",,1,,,1016.23,17.39,96.3,0.0659,119.8,0,3737.12,51.9,853.5,192.8,0.005,,0.01,,,,,72.3,1296.08,32.47,,32.47,119.8,1648.65,119.8,5569.35,164.7
"ESP_CGCS_WL23_C",,2,,,1029.45,17.91,99.4,0.0991,196.7,0,3705.75,56.19,829.18,308.9,0.01,,0.02,,,,,118.8,1134.2,50.21,,50.21,196.7,1480.43,196.7,5006.01,274.7
"ESP_CGCS_WL23_C",,3,,,1011.5,18.77,104.44,0.1273,273.7,0,3637.93,59.68,798.77,428.2,0.015,,0.03,,,,,165.3,1068.8,64.8,,64.8,273.7,1424.64,273.7,4828.7,383.3
"ESP_CGCS_WL23_C",,4,,,991.95,19.71,109.98,0.1483,350.7,0,3538.25,63.87,816.82,545.1,0.02,,0.04,,,,,211.8,1050.01,77.66,,77.66,350.7,1353.74,350.7,4584.18,494.1
"ESP_CGCS_WL23_C",,5,,,916.33,21.22,118.94,0.1644,427.7,0,3349.03,66.39,762.1,679.7,0.025,,0.05,,,,,258.4,1097.1,89.36,,89.36,427.7,1459.96,427.7,4917.85,586.4
"ESP_CGCS_WL23_C",,6,,,709.65,22.91,129.02,0.1613,504.7,0,2780.35,66.17,680.1,861.1,0.03,,0.06,,,,,304.9,1168.33,100.22,,100.22,504.7,1616.61,504.7,5433.33,668.3
"ESP_CGCS_WL23_C",,7,,,16.48,24.62,139.29,0.0071,581.7,0,89.23,55.28,586.93,1404.8,0.035,,0.07,,,,,351.4,1254.93,110.43,,110.43,581.7,1794.25,581.7,6035.6,742.3
"ESP_CGCS_WL23_C",,8,,,2.62,26.25,149.2,0.0016,658.6,0,16.25,50.41,476.75,1814.5,0.04,,0.08,,,,,397.9,1363.16,120.11,,120.11,658.6,1995.33,658.6,6779.79,809.8
"ESP_CGCS_WL23_C",,9,,,0.23,27.83,158.88,0.0002,735.6,0,1.81,42.52,344.24,2524.1,0.045,,0.09,,,,,444.4,1499.59,129.34,,129.34,735.6,2236.26,735.6,7784.5,890.7
"ESP_WFKS_WL14_C",,0,3066.5,2309.9,1746.02,15.59,72.45,0.1723,231.8,0,4631.36,47.87,4254.63,277.5,0,0.0329,0,0,2858.3,2122.5,1225,43,1836.68,0,2333.15,0,231.8,316.92,1483.5,814.17,1726.7
"ESP_WFKS_WL14_C",,1,,,1676.52,17.73,83.01,0.4008,649,0,4368.02,54.03,3832.73,758.9,0.005,,0.01,,,,,120.4,1581.92,32.47,,32.47,649,957.53,1900.7,2429.23,2137.9
"ESP_WFKS_WL14_C",,2,,,1602.49,20.5,96.81,0.5497,1066.3,0,4129.53,60.86,3406.62,1226.2,0.01,,0.02,,,,,197.8,1638.75,50.21,,50.21,1066.3,1303.96,2123,3290.11,2357.8
"ESP_WFKS_WL14_C",,3,,,1519.44,23.5,111.99,0.6364,1483.5,0,3879.04,68.35,2980.87,1681,0.015,,0.03,,,,,275.3,1838.38,64.8,,64.8,1483.5,1603.47,2318,4028.12,2555.2
"ESP_WFKS_WL14_C",,4,,,1398.19,26.07,125.18,0.6775,1900.7,0,3540.73,74.74,2557.34,2125,0.02,,0.04,,,,,352.7,2134.65,77.66,,77.66,1900.7,2237.34,2735.2,5574.53,2972.6
"ESP_WFKS_WL14_C",,5,,,1303.96,27,130.02,0.6813,2123,0,3290.08,76.97,2333.12,2357.8,0.025,,0.05,,,,,393.9,2333.12,89.36,,89.36,2123,2854.49,3152.5,7065.09,3384.2
"ESP_WFKS_WL18_C",,0,2067.3,2814.4,1559.29,12.11,65.78,0.1465,216.2,0,4817.55,54.28,1675,293.1,0,0.3463,0,2384.9,3583.7,1261.1,1666.9,144.2,895.35,0,1361.56,0,216.2,457.17,216.2,1521.78,364.1
"ESP_WFKS_WL18_C",,1,,,1579.79,15.71,86.26,0.3265,605.3,0,4811.46,67.99,1620.83,805,0.005,,0.01,,,,,403.8,856.73,32.47,,32.47,605.3,496.93,605.3,1617.35,985.4
"ESP_WFKS_WL18_C",,2,,,1564.56,18.76,103.95,0.4609,994.4,0,4751.92,78.08,1593.84,1317,0.01,,0.02,,,,,663.3,965.62,50.21,,50.21,994.4,690.75,994.4,2199.45,1525.7
"ESP_WFKS_WL18_C",,3,,,1514.2,21.3,118.92,0.5749,1383.5,0,4605.85,84.13,1484.56,1827.4,0.015,,0.03,,,,,922.9,1129.36,64.8,,64.8,1383.5,1015.06,1383.5,3161.17,1970.3
"ESP_WFKS_WL18_C",,4,,,1375.3,23.18,130.1,0.6586,1772.6,0,4215.89,85.82,1368.26,2355.9,0.02,,0.04,,,,,1182.4,1347,77.66,,77.66,1772.6,1343.67,1772.6,4124.91,2366.7
"ESP_WFKS_WL18_C",,5,,,1363.34,23.27,130.65,0.6617,1795.4,0,4182.48,85.8,1361.19,2388.1,0.025,,0.05,,,,,1197.6,1361.19,89.36,,89.36,1795.4,1362.65,1795.4,4180.48,2388.9
"ESP_WFKS_WL18_C",,6,,,1052.39,24.46,137.8,0.6519,2161.7,0,3312.81,82.77,1243.24,2962.4,0.03,,0.06,,,,,1442,1634.28,100.22,,100.22,2161.7,1673.49,2161.7,5089.69,2752.4
"ESP_WFKS_WL18_C",,7,,,241.71,25,141.11,0.2437,2550.9,0,870.89,68.42,1106.97,4045.8,0.035,,0.07,,,,,1701.5,2030.74,110.43,,110.43,2550.9,2007.73,2550.9,6070.31,3199.3
